Experiment 🧪,Model 🤗,Prefill (s),Per Token (s),Decode (tokens/s),Energy (tokens/kWh),Memory (MB),Backend 🏭,Precision 📥,Quantization 🗜️,Attention 👁️,Kernel ⚛️,Architecture 🏛️,End-to-End (s),Open LLM Score (%),Params (B)
float32-eager,Qwen/Qwen1.5-1.8B,0.249,0.0297067203521728,33.602,638562.03,8499.3,pytorch,float32,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,2.123,9.12,1
float32-sdpa,Qwen/Qwen1.5-1.8B,0.248,0.0295624475479125,33.769,645046.502,8499.3,pytorch,float32,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,2.114,9.12,1
4bit-gptq-exllama-v1-eager,Qwen/Qwen1.5-1.8B,0.051,0.0250070400238037,36.642,863310.211,2607.611,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Qwen2ForCausalLM,1.632,9.12,1
float16-eager,Qwen/Qwen1.5-1.8B,0.04,0.0266900634765625,37.603,755777.34,4408.413,pytorch,float16,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,1.727,9.12,1
4bit-awq-gemv-eager,Qwen/Qwen1.5-1.8B,0.085,0.0261857919692993,38.049,804410.136,2578.861,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,Qwen2ForCausalLM,1.74,9.12,1
bfloat16-eager,Qwen/Qwen1.5-1.8B,0.279,0.02594003200531,38.689,772049.242,4408.413,pytorch,bfloat16,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,1.918,9.12,1
4bit-awq-gemv-eager,Qwen/Qwen1.5-1.8B,0.084,0.0258165121078491,38.719,830015.424,2578.858,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,Qwen2ForCausalLM,1.715,9.12,1
4bit-gptq-exllama-v2-eager,Qwen/Qwen1.5-1.8B,0.051,0.0255394554138183,38.995,833124.7,2607.611,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Qwen2ForCausalLM,1.668,9.12,1
4bit-awq-exllama-v2-eager,Qwen/Qwen1.5-1.8B,0.053,0.0252885274887084,39.346,859225.145,2606.132,pytorch,float16,AWQ.4bit,Eager,No Kernel,Qwen2ForCausalLM,1.653,9.12,1
4bit-gptq-exllama-v1-eager,Qwen/Qwen1.5-1.8B,0.051,0.0251966400146484,39.571,865387.489,2607.611,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Qwen2ForCausalLM,1.642,9.12,1
4bit-awq-exllama-v1-eager,Qwen/Qwen1.5-1.8B,0.597,0.025012351989746,39.802,842630.619,2582.178,pytorch,float16,AWQ.4bit,Eager,No Kernel,Qwen2ForCausalLM,2.18,9.12,1
bfloat16-eager,Qwen/Qwen1.5-1.8B,0.307,0.0248742713928222,40.118,787196.924,4408.411,pytorch,bfloat16,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,1.878,9.12,1
float16-eager,Qwen/Qwen1.5-1.8B,0.042,0.0247020320892333,40.379,790665.543,4408.411,pytorch,float16,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,1.603,9.12,1
4bit-gptq-exllama-v2-eager,Qwen/Qwen1.5-1.8B,0.051,0.0245062246322631,40.651,879031.792,2607.611,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Qwen2ForCausalLM,1.6,9.12,1
4bit-awq-exllama-v2-eager,Qwen/Qwen1.5-1.8B,0.052,0.0242701435089111,41.029,880780.436,2606.13,pytorch,float16,AWQ.4bit,Eager,No Kernel,Qwen2ForCausalLM,1.587,9.12,1
4bit-awq-exllama-v1-eager,Qwen/Qwen1.5-1.8B,0.546,0.024015567779541,41.441,879871.771,2582.176,pytorch,float16,AWQ.4bit,Eager,No Kernel,Qwen2ForCausalLM,2.063,9.12,1
bfloat16-sdpa,Qwen/Qwen1.5-1.8B,0.278,0.0236584167480468,42.096,827886.49,4408.413,pytorch,bfloat16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.771,9.12,1
bfloat16-sdpa,Qwen/Qwen1.5-1.8B,0.303,0.0235288324356079,42.533,826816.489,4408.411,pytorch,bfloat16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.785,9.12,1
float16-sdpa,Qwen/Qwen1.5-1.8B,0.038,0.023100848197937,43.179,845385.477,4408.413,pytorch,float16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.498,9.12,1
4bit-awq-gemv-sdpa,Qwen/Qwen1.5-1.8B,0.082,0.0227646074295043,43.754,907163.55,2578.861,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,Qwen2ForCausalLM,1.521,9.12,1
4bit-awq-gemv-sdpa,Qwen/Qwen1.5-1.8B,0.081,0.022144959449768,44.884,926813.318,2578.858,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,Qwen2ForCausalLM,1.48,9.12,1
float16-sdpa,Qwen/Qwen1.5-1.8B,0.04,0.0221042881011962,45.143,884777.549,4408.411,pytorch,float16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.439,9.12,1
4bit-awq-exllama-v2-sdpa,Qwen/Qwen1.5-1.8B,0.05,0.0218620958328247,45.579,977283.294,2606.132,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Qwen2ForCausalLM,1.431,9.12,1
4bit-gptq-exllama-v2-sdpa,Qwen/Qwen1.5-1.8B,0.048,0.0217524166107177,45.703,984760.15,2607.611,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,Qwen2ForCausalLM,1.421,9.12,1
4bit-gptq-exllama-v1-sdpa,Qwen/Qwen1.5-1.8B,0.048,0.0217359523773193,45.965,990816.55,2607.611,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,Qwen2ForCausalLM,1.421,9.12,1
4bit-awq-exllama-v2-sdpa,Qwen/Qwen1.5-1.8B,0.05,0.0214396638870239,46.449,973791.16,2606.13,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Qwen2ForCausalLM,1.408,9.12,1
4bit-gptq-exllama-v1-sdpa,Qwen/Qwen1.5-1.8B,0.048,0.0211155996322631,47.143,1009135.618,2607.611,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,Qwen2ForCausalLM,1.384,9.12,1
4bit-awq-exllama-v1-sdpa,Qwen/Qwen1.5-1.8B,0.602,0.0211101121902465,47.148,980460.349,2582.178,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Qwen2ForCausalLM,1.939,9.12,1
4bit-gptq-exllama-v2-sdpa,Qwen/Qwen1.5-1.8B,0.048,0.0210490398406982,47.272,1004971.719,2607.611,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,Qwen2ForCausalLM,1.379,9.12,1
4bit-awq-exllama-v1-sdpa,Qwen/Qwen1.5-1.8B,0.542,0.0206220474243164,48.276,993363.492,2582.176,pytorch,float16,AWQ.4bit,SDPA,No Kernel,Qwen2ForCausalLM,1.846,9.12,1
8bit-bnb-eager,meta-llama/Llama-2-7b-hf,0.118,0.1165189628601074,8.548,188225.031,7289.692,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,7.47,8.72,6
8bit-bnb-sdpa,meta-llama/Llama-2-7b-hf,0.112,0.1117541427612304,8.925,195969.476,7289.561,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,7.186,8.72,6
4bit-bnb-eager,meta-llama/Llama-2-7b-hf,0.961,0.0712006568908691,14.005,269639.333,4656.881,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,5.457,8.72,6
4bit-bnb-sdpa,meta-llama/Llama-2-7b-hf,0.956,0.0706494407653808,14.108,272165.968,4656.75,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,5.422,8.72,6
bfloat16-eager,meta-llama/Llama-2-7b-hf,1.251,0.0599222888946533,16.683,321737.373,13671.64,pytorch,bfloat16,Unquantized,Eager,No Kernel,LlamaForCausalLM,5.028,8.72,6
bfloat16-sdpa,meta-llama/Llama-2-7b-hf,1.226,0.0598987522125244,16.688,321678.598,13671.64,pytorch,bfloat16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,5.001,8.72,6
bfloat16-sdpa,meta-llama/Llama-2-7b-hf,1.248,0.0598948001861572,16.692,322012.633,13671.64,pytorch,bfloat16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,5.022,8.72,6
bfloat16-eager,meta-llama/Llama-2-7b-hf,1.222,0.0598174247741699,16.713,321163.461,13671.64,pytorch,bfloat16,Unquantized,Eager,No Kernel,LlamaForCausalLM,4.991,8.72,6
float16-sdpa,meta-llama/Llama-2-7b-hf,0.201,0.0590377922058105,16.902,326006.462,13671.64,pytorch,float16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,3.929,8.72,6
float16-sdpa,meta-llama/Llama-2-7b-hf,0.203,0.059053424835205,16.91,326054.1,13671.64,pytorch,float16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,3.928,8.72,6
float16-eager,meta-llama/Llama-2-7b-hf,0.215,0.059006175994873,16.925,324903.219,13671.64,pytorch,float16,Unquantized,Eager,No Kernel,LlamaForCausalLM,3.939,8.72,6
float16-eager,meta-llama/Llama-2-7b-hf,0.21,0.0589990711212158,16.931,325712.466,13671.64,pytorch,float16,Unquantized,Eager,No Kernel,LlamaForCausalLM,3.931,8.72,6
4bit-gptq-exllama-v2-eager,meta-llama/Llama-2-7b-hf,0.198,0.0314195203781128,31.741,612096.436,4213.085,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,2.183,8.72,6
4bit-gptq-exllama-v1-eager,meta-llama/Llama-2-7b-hf,0.198,0.0308530721664428,32.289,631739.129,4213.085,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,2.151,8.72,6
4bit-gptq-exllama-v1-sdpa,meta-llama/Llama-2-7b-hf,0.191,0.0259661283493042,38.433,748565.347,4213.084,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,1.835,8.72,6
4bit-gptq-exllama-v2-sdpa,meta-llama/Llama-2-7b-hf,0.191,0.0252558717727661,39.429,764710.031,4213.084,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,1.786,8.72,6
8bit-bnb-eager,google/gemma-2b,0.078,0.0726072959899902,13.722,305450.19,3441.954,pytorch,float16,BnB.8bit,Eager,No Kernel,GemmaForCausalLM,4.664,7.31,2
8bit-bnb-sdpa,google/gemma-2b,0.076,0.070542064666748,14.146,316333.904,3441.954,pytorch,float16,BnB.8bit,SDPA,No Kernel,GemmaForCausalLM,4.532,7.31,2
float32-sdpa,google/gemma-2b,0.36,0.0442361278533935,22.579,432704.992,10311.219,pytorch,float32,Unquantized,SDPA,No Kernel,GemmaForCausalLM,3.15,7.31,2
float32-sdpa,google/gemma-2b,0.35,0.0441380157470703,22.625,434197.024,10311.219,pytorch,float32,Unquantized,SDPA,No Kernel,GemmaForCausalLM,3.135,7.31,2
float32-eager,google/gemma-2b,0.354,0.0428395843505859,23.315,448744.133,10311.219,pytorch,float32,Unquantized,Eager,No Kernel,GemmaForCausalLM,3.057,7.31,2
float32-eager,google/gemma-2b,0.348,0.0428111839294433,23.326,448185.429,10311.219,pytorch,float32,Unquantized,Eager,No Kernel,GemmaForCausalLM,3.047,7.31,2
4bit-bnb-eager,google/gemma-2b,0.292,0.0378747692108154,26.338,529801.678,2571.09,pytorch,float16,BnB.4bit,Eager,No Kernel,GemmaForCausalLM,2.685,7.31,2
4bit-bnb-sdpa,google/gemma-2b,0.291,0.0352123832702636,28.305,562392.898,2571.09,pytorch,float16,BnB.4bit,SDPA,No Kernel,GemmaForCausalLM,2.515,7.31,2
4bit-awq-gemm-eager,google/gemma-2b,0.124,0.0318354396820068,31.284,660592.924,2179.813,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GemmaForCausalLM,2.139,7.31,2
4bit-awq-exllama-v1-eager,google/gemma-2b,0.946,0.0316468963623046,31.538,654664.726,2121.093,pytorch,float16,AWQ.4bit,Eager,No Kernel,GemmaForCausalLM,2.94,7.31,2
4bit-awq-gemm-sdpa,google/gemma-2b,0.124,0.0291908321380615,34.124,711887.814,2179.682,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,GemmaForCausalLM,1.966,7.31,2
float16-eager,google/gemma-2b,0.058,0.0268127355575561,37.164,723008.985,5419.876,pytorch,float16,Unquantized,Eager,No Kernel,GemmaForCausalLM,1.75,7.31,2
4bit-awq-exllama-v2-eager,google/gemma-2b,0.07,0.0258109912872314,37.894,813472.07,2192.396,pytorch,float16,AWQ.4bit,Eager,No Kernel,GemmaForCausalLM,1.697,7.31,2
4bit-gptq-exllama-v2-eager,google/gemma-2b,0.066,0.0260018081665039,38.349,794851.036,2190.266,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GemmaForCausalLM,1.708,7.31,2
4bit-awq-gemv-eager,google/gemma-2b,0.122,0.0258126239776611,38.525,782214.934,2179.813,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,GemmaForCausalLM,1.756,7.31,2
float16-eager,google/gemma-2b,0.06,0.0257738075256347,38.626,747010.133,5419.876,pytorch,float16,Unquantized,Eager,No Kernel,GemmaForCausalLM,1.691,7.31,2
bfloat16-eager,google/gemma-2b,0.461,0.0257746076583862,38.665,752416.134,5419.876,pytorch,bfloat16,Unquantized,Eager,No Kernel,GemmaForCausalLM,2.09,7.31,2
4bit-gptq-exllama-v1-eager,google/gemma-2b,0.066,0.0256962566375732,38.804,797819.65,2190.266,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GemmaForCausalLM,1.693,7.31,2
bfloat16-eager,google/gemma-2b,0.474,0.0252101116180419,39.516,767294.265,5419.876,pytorch,bfloat16,Unquantized,Eager,No Kernel,GemmaForCausalLM,2.068,7.31,2
bfloat16-sdpa,google/gemma-2b,0.472,0.0248300323486328,40.067,774511.345,5419.876,pytorch,bfloat16,Unquantized,SDPA,No Kernel,GemmaForCausalLM,2.042,7.31,2
float16-sdpa,google/gemma-2b,0.06,0.0247343683242797,40.234,779972.613,5419.876,pytorch,float16,Unquantized,SDPA,No Kernel,GemmaForCausalLM,1.625,7.31,2
bfloat16-sdpa,google/gemma-2b,0.464,0.0246513757705688,40.413,781956.661,5419.876,pytorch,bfloat16,Unquantized,SDPA,No Kernel,GemmaForCausalLM,2.022,7.31,2
float16-sdpa,google/gemma-2b,0.058,0.0245484962463378,40.511,780552.103,5419.876,pytorch,float16,Unquantized,SDPA,No Kernel,GemmaForCausalLM,1.612,7.31,2
4bit-awq-gemv-sdpa,google/gemma-2b,0.121,0.0239023036956787,41.588,677568.973,2179.682,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMV,GemmaForCausalLM,1.629,7.31,2
4bit-awq-exllama-v1-sdpa,google/gemma-2b,0.947,0.0237916164398193,41.916,846264.755,2120.962,pytorch,float16,AWQ.4bit,SDPA,No Kernel,GemmaForCausalLM,2.45,7.31,2
4bit-gptq-exllama-v1-sdpa,google/gemma-2b,0.065,0.0234336643218994,42.485,871295.302,2190.135,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,GemmaForCausalLM,1.541,7.31,2
4bit-awq-exllama-v2-sdpa,google/gemma-2b,0.069,0.0232107362747192,42.924,913459.595,2192.265,pytorch,float16,AWQ.4bit,SDPA,No Kernel,GemmaForCausalLM,1.538,7.31,2
4bit-gptq-exllama-v2-sdpa,google/gemma-2b,0.065,0.0228967847824096,43.551,884657.564,2190.135,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,GemmaForCausalLM,1.511,7.31,2
8bit-bnb-eager,stabilityai/stablelm-3b-4e1t,0.114,0.1143236007690429,8.727,201264.495,3181.191,pytorch,float16,BnB.8bit,Eager,No Kernel,StableLmForCausalLM,7.33,7.26,2
8bit-bnb-sdpa,stabilityai/stablelm-3b-4e1t,0.11,0.1101321449279785,9.064,209683.923,3180.012,pytorch,float16,BnB.8bit,SDPA,No Kernel,StableLmForCausalLM,7.061,7.26,2
4bit-bnb-eager,stabilityai/stablelm-3b-4e1t,0.351,0.0549170398712158,18.126,380149.316,2178.25,pytorch,float16,BnB.4bit,Eager,No Kernel,StableLmForCausalLM,3.817,7.26,2
float32-eager,stabilityai/stablelm-3b-4e1t,0.355,0.0505401916503906,19.788,381173.771,11620.244,pytorch,float32,Unquantized,Eager,No Kernel,StableLmForCausalLM,3.539,7.26,2
4bit-bnb-sdpa,stabilityai/stablelm-3b-4e1t,0.345,0.0495904483795166,20.089,419950.71,2177.463,pytorch,float16,BnB.4bit,SDPA,No Kernel,StableLmForCausalLM,3.481,7.26,2
float32-sdpa,stabilityai/stablelm-3b-4e1t,0.35,0.0488247203826904,20.46,393623.816,11620.244,pytorch,float32,Unquantized,SDPA,No Kernel,StableLmForCausalLM,3.429,7.26,2
float16-eager,stabilityai/stablelm-3b-4e1t,0.078,0.0298089113235473,33.38,639460.63,5763.871,pytorch,float16,Unquantized,Eager,No Kernel,StableLmForCausalLM,1.964,7.26,2
bfloat16-eager,stabilityai/stablelm-3b-4e1t,0.484,0.0284956483840942,34.978,665020.505,5767.738,pytorch,bfloat16,Unquantized,Eager,No Kernel,StableLmForCausalLM,2.284,7.26,2
bfloat16-sdpa,stabilityai/stablelm-3b-4e1t,0.478,0.0282329921722412,35.416,682005.675,5763.871,pytorch,bfloat16,Unquantized,SDPA,No Kernel,StableLmForCausalLM,2.257,7.26,2
float16-sdpa,stabilityai/stablelm-3b-4e1t,0.069,0.0278140325546264,35.721,691020.09,5763.871,pytorch,float16,Unquantized,SDPA,No Kernel,StableLmForCausalLM,1.833,7.26,2
4bit-gptq-exllama-v1-eager,stabilityai/stablelm-3b-4e1t,0.084,0.0271462392807006,36.884,781164.441,2023.143,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,StableLmForCausalLM,1.788,7.26,2
4bit-gptq-exllama-v2-eager,stabilityai/stablelm-3b-4e1t,0.084,0.0264153594970703,37.879,817592.505,2023.143,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,StableLmForCausalLM,1.749,7.26,2
4bit-gptq-exllama-v2-sdpa,stabilityai/stablelm-3b-4e1t,0.076,0.0216735038757324,46.099,956858.344,2015.148,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,StableLmForCausalLM,1.444,7.26,2
4bit-gptq-exllama-v1-sdpa,stabilityai/stablelm-3b-4e1t,0.076,0.0211671838760375,47.025,966628.024,2015.148,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,StableLmForCausalLM,1.412,7.26,2
8bit-bnb-eager,microsoft/phi-1_5,0.077,0.077292064666748,12.908,300962.782,1717.705,pytorch,float16,BnB.8bit,Eager,No Kernel,PhiForCausalLM,4.955,7.06,1
8bit-bnb-sdpa,microsoft/phi-1_5,0.073,0.0733603820800781,13.593,312748.115,1714.824,pytorch,float16,BnB.8bit,SDPA,No Kernel,PhiForCausalLM,4.706,7.06,1
4bit-bnb-eager,microsoft/phi-1_5,0.193,0.0429195518493652,23.305,509406.473,1276.664,pytorch,float16,BnB.4bit,Eager,No Kernel,PhiForCausalLM,2.903,7.06,1
4bit-bnb-sdpa,microsoft/phi-1_5,0.184,0.0385493278503418,25.859,559486.462,1276.533,pytorch,float16,BnB.4bit,SDPA,No Kernel,PhiForCausalLM,2.619,7.06,1
float32-sdpa,microsoft/phi-1_5,0.207,0.0261468000411987,38.117,733589.097,5850.454,pytorch,float32,Unquantized,SDPA,No Kernel,PhiForCausalLM,1.86,7.06,1
float32-sdpa,microsoft/phi-1_5,0.208,0.0259816646575927,38.357,737081.589,5850.454,pytorch,float32,Unquantized,SDPA,No Kernel,PhiForCausalLM,1.851,7.06,1
float32-eager,microsoft/phi-1_5,0.211,0.0250162239074707,39.908,766825.884,5850.454,pytorch,float32,Unquantized,Eager,No Kernel,PhiForCausalLM,1.79,7.06,1
float32-eager,microsoft/phi-1_5,0.212,0.0248962240219116,40.08,771876.516,5850.454,pytorch,float32,Unquantized,Eager,No Kernel,PhiForCausalLM,1.784,7.06,1
float16-eager,microsoft/phi-1_5,0.043,0.0242983198165893,41.003,826889.841,2982.455,pytorch,float16,Unquantized,Eager,No Kernel,PhiForCausalLM,1.58,7.06,1
4bit-gptq-exllama-v2-eager,microsoft/phi-1_5,0.056,0.0234496965408325,42.485,930130.23,1170.873,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,PhiForCausalLM,1.542,7.06,1
float16-eager,microsoft/phi-1_5,0.043,0.023234016418457,42.822,851258.168,2982.455,pytorch,float16,Unquantized,Eager,No Kernel,PhiForCausalLM,1.517,7.06,1
bfloat16-eager,microsoft/phi-1_5,0.245,0.0231124477386474,43.131,864855.879,2982.455,pytorch,bfloat16,Unquantized,Eager,No Kernel,PhiForCausalLM,1.706,7.06,1
4bit-gptq-exllama-v1-eager,microsoft/phi-1_5,0.056,0.0230644006729126,43.159,958092.714,1170.873,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,PhiForCausalLM,1.513,7.06,1
bfloat16-eager,microsoft/phi-1_5,0.248,0.0218306560516357,45.637,900139.715,2982.455,pytorch,bfloat16,Unquantized,Eager,No Kernel,PhiForCausalLM,1.629,7.06,1
bfloat16-sdpa,microsoft/phi-1_5,0.241,0.0209903354644775,47.494,948288.024,2982.455,pytorch,bfloat16,Unquantized,SDPA,No Kernel,PhiForCausalLM,1.568,7.06,1
bfloat16-sdpa,microsoft/phi-1_5,0.244,0.0202034873962402,49.27,967170.05,2982.455,pytorch,bfloat16,Unquantized,SDPA,No Kernel,PhiForCausalLM,1.521,7.06,1
float16-sdpa,microsoft/phi-1_5,0.033,0.0201911363601684,49.348,963391.089,2982.455,pytorch,float16,Unquantized,SDPA,No Kernel,PhiForCausalLM,1.31,7.06,1
4bit-gptq-exllama-v2-sdpa,microsoft/phi-1_5,0.046,0.0190466718673706,52.051,1150190.481,1163.402,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,PhiForCausalLM,1.251,7.06,1
4bit-gptq-exllama-v1-sdpa,microsoft/phi-1_5,0.046,0.0191222076416015,52.353,1136112.637,1163.402,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,PhiForCausalLM,1.25,7.06,1
float16-sdpa,microsoft/phi-1_5,0.034,0.0190019674301147,52.395,1016323.567,2982.455,pytorch,float16,Unquantized,SDPA,No Kernel,PhiForCausalLM,1.236,7.06,1
8bit-bnb-eager,google/recurrentgemma-2b,0.43,0.1032290077209472,9.67,217267.939,3823.073,pytorch,float16,BnB.8bit,Eager,No Kernel,RecurrentGemmaForCausalLM,6.954,6.94,2
4bit-bnb-eager,google/recurrentgemma-2b,0.439,0.0590927696228027,16.89,357252.636,2965.807,pytorch,float16,BnB.4bit,Eager,No Kernel,RecurrentGemmaForCausalLM,4.173,6.94,2
4bit-awq-gemm-eager,google/recurrentgemma-2b,0.552,0.0580358715057373,17.171,460153.35,2993.468,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,RecurrentGemmaForCausalLM,4.217,6.94,2
float32-eager,google/recurrentgemma-2b,0.412,0.0551470069885253,18.097,348248.24,11790.353,pytorch,float32,Unquantized,Eager,No Kernel,RecurrentGemmaForCausalLM,3.894,6.94,2
float32-eager,google/recurrentgemma-2b,0.394,0.0547846088409423,18.217,350911.586,11790.353,pytorch,float32,Unquantized,Eager,No Kernel,RecurrentGemmaForCausalLM,3.853,6.94,2
4bit-awq-gemv-eager,google/recurrentgemma-2b,0.551,0.0495493125915527,20.924,420300.938,2999.96,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,RecurrentGemmaForCausalLM,3.687,6.94,2
float16-eager,google/recurrentgemma-2b,0.388,0.0400834255218505,24.902,489714.425,5879.093,pytorch,float16,Unquantized,Eager,No Kernel,RecurrentGemmaForCausalLM,2.913,6.94,2
4bit-awq-exllama-v2-eager,google/recurrentgemma-2b,0.387,0.0388099842071533,25.716,529468.402,3035.411,pytorch,float16,AWQ.4bit,Eager,No Kernel,RecurrentGemmaForCausalLM,2.836,6.94,2
4bit-awq-exllama-v1-eager,google/recurrentgemma-2b,1.043,0.0379924163818359,26.245,494972.149,2993.468,pytorch,float16,AWQ.4bit,Eager,No Kernel,RecurrentGemmaForCausalLM,3.446,6.94,2
4bit-gptq-exllama-v2-eager,google/recurrentgemma-2b,0.383,0.0379085102081298,26.283,550441.934,3034.871,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,RecurrentGemmaForCausalLM,2.775,6.94,2
4bit-gptq-exllama-v1-eager,google/recurrentgemma-2b,0.377,0.0379033603668212,26.302,558406.319,3034.871,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,RecurrentGemmaForCausalLM,2.77,6.94,2
float16-eager,google/recurrentgemma-2b,0.366,0.0378362731933593,26.369,506675.084,5879.093,pytorch,float16,Unquantized,Eager,No Kernel,RecurrentGemmaForCausalLM,2.755,6.94,2
bfloat16-eager,google/recurrentgemma-2b,0.588,0.0376110725402832,26.532,512594.782,5879.093,pytorch,bfloat16,Unquantized,Eager,No Kernel,RecurrentGemmaForCausalLM,2.964,6.94,2
bfloat16-eager,google/recurrentgemma-2b,0.611,0.0364584159851074,27.323,519152.642,5879.093,pytorch,bfloat16,Unquantized,Eager,No Kernel,RecurrentGemmaForCausalLM,2.916,6.94,2
4bit-gptq-exllama-v2-eager,EleutherAI/gpt-j-6b,0.667,0.6221973571777344,1.606,31066.343,4530.329,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTJForCausalLM,39.859,6.55,6
4bit-gptq-exllama-v1-eager,EleutherAI/gpt-j-6b,0.667,0.6223991088867188,1.606,31070.868,4530.329,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTJForCausalLM,39.879,6.55,6
8bit-bnb-eager,EleutherAI/gpt-j-6b,0.117,0.1020364303588867,9.781,212392.894,6910.273,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTJForCausalLM,6.552,6.55,6
8bit-bnb-eager,EleutherAI/gpt-j-6b,0.118,0.0975572967529296,10.149,214393.661,6910.273,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTJForCausalLM,6.277,6.55,6
4bit-bnb-eager,EleutherAI/gpt-j-6b,0.929,0.0739363861083984,13.486,258456.394,4693.317,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTJForCausalLM,5.606,6.55,6
4bit-bnb-eager,EleutherAI/gpt-j-6b,0.857,0.0716040649414062,13.92,272304.343,4693.319,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTJForCausalLM,5.382,6.55,6
bfloat16-eager,EleutherAI/gpt-j-6b,1.176,0.0589626884460449,16.958,326395.181,12543.681,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTJForCausalLM,4.892,6.55,6
bfloat16-eager,EleutherAI/gpt-j-6b,1.097,0.0583639507293701,17.13,330554.453,12543.682,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTJForCausalLM,4.776,6.55,6
float16-eager,EleutherAI/gpt-j-6b,0.189,0.0581303672790527,17.179,331064.238,12543.681,pytorch,float16,Unquantized,Eager,No Kernel,GPTJForCausalLM,3.856,6.55,6
float16-eager,EleutherAI/gpt-j-6b,0.176,0.0581201591491699,17.183,331468.258,12543.682,pytorch,float16,Unquantized,Eager,No Kernel,GPTJForCausalLM,3.841,6.55,6
